physical_fitness 1 2 physical_fitness 0 1 corr=0.478371
food_component_recall 7 8 food_component_recall 8 9 corr=0.598400
food_component_recall 56 57 food_component_recall 8 9 corr=0.736218
food_component_recall 6 7 food_component_recall 8 9 corr=0.693549
food_component_recall 57 58 food_component_recall 8 9 corr=0.802205
food_component_recall 5 6 food_component_recall 8 9 corr=0.339834
food_component_recall 3 4 food_component_recall 8 9 corr=0.645091
food_component_recall 76 77 food_component_recall 8 9 corr=0.453635
food_component_recall 2 3 food_component_recall 8 9 corr=0.551588
food_component_recall 53 54 food_component_recall 8 9 corr=0.576230
food_component_recall 58 59 food_component_recall 8 9 corr=0.515744
food_component_recall 1 2 food_component_recall 9 10 corr=0.275708
food_component_recall 57 58 food_component_recall 9 10 corr=0.634156
food_component_recall 58 59 food_component_recall 9 10 corr=0.635700
food_component_recall 7 8 food_component_recall 9 10 corr=0.630391
food_component_recall 8 9 food_component_recall 9 10 corr=0.661781
food_component_recall 3 4 food_component_recall 9 10 corr=0.898852
food_component_recall 53 54 food_component_recall 9 10 corr=0.594467
food_component_recall 6 7 food_component_recall 9 10 corr=0.774545
food_component_recall 2 3 food_component_recall 9 10 corr=0.574939
food_component_recall 56 57 food_component_recall 9 10 corr=0.482607
food_component_recall 54 55 food_component_recall 59 60 corr=0.302838
food_component_recall 6 7 food_component_recall 59 60 corr=0.381971
food_component_recall 7 8 food_component_recall 59 60 corr=0.361991
food_component_recall 58 59 food_component_recall 60 61 corr=0.632315
food_component_recall 6 7 food_component_recall 60 61 corr=0.437694
food_component_recall 8 9 food_component_recall 60 61 corr=0.324253
food_component_recall 57 58 food_component_recall 60 61 corr=0.388886
food_component_recall 7 8 food_component_recall 60 61 corr=0.515406
food_component_recall 54 55 food_component_recall 60 61 corr=0.658677
food_component_recall 53 54 food_component_recall 60 61 corr=0.397343
food_component_recall 55 56 food_component_recall 60 61 corr=0.507164
food_component_recall 52 53 food_component_recall 60 61 corr=0.540950
food_component_recall 2 3 food_component_recall 10 11 corr=0.389677
food_component_recall 58 59 food_component_recall 10 11 corr=0.432657
food_component_recall 6 7 food_component_recall 10 11 corr=0.499305
food_component_recall 3 4 food_component_recall 10 11 corr=0.491088
food_component_recall 7 8 food_component_recall 10 11 corr=0.362689
food_component_recall 8 9 food_component_recall 10 11 corr=0.406390
food_component_recall 58 59 food_component_recall 11 12 corr=0.487192
food_component_recall 3 4 food_component_recall 11 12 corr=0.644931
food_component_recall 57 58 food_component_recall 11 12 corr=0.450875
food_component_recall 53 54 food_component_recall 11 12 corr=0.602133
food_component_recall 1 2 food_component_recall 11 12 corr=0.249363
food_component_recall 8 9 food_component_recall 11 12 corr=0.518995
food_component_recall 2 3 food_component_recall 11 12 corr=0.453036
food_component_recall 6 7 food_component_recall 11 12 corr=0.627242
food_component_recall 7 8 food_component_recall 11 12 corr=0.481184
food_component_recall 58 59 food_component_recall 12 13 corr=0.441263
food_component_recall 8 9 food_component_recall 12 13 corr=0.337568
food_component_recall 6 7 food_component_recall 12 13 corr=0.493092
food_component_recall 53 54 food_component_recall 12 13 corr=0.488073
food_component_recall 3 4 food_component_recall 12 13 corr=0.423991
food_component_recall 7 8 food_component_recall 12 13 corr=0.375888
food_component_recall 3 4 food_component_recall 13 14 corr=0.223077
food_component_recall 6 7 food_component_recall 13 14 corr=0.266699
food_component_recall 3 4 food_component_recall 14 15 corr=0.695481
food_component_recall 9 10 food_component_recall 14 15 corr=0.769605
food_component_recall 57 58 food_component_recall 14 15 corr=0.665605
food_component_recall 10 11 food_component_recall 14 15 corr=0.485882
food_component_recall 8 9 food_component_recall 14 15 corr=0.668426
food_component_recall 11 12 food_component_recall 14 15 corr=0.594424
food_component_recall 56 57 food_component_recall 14 15 corr=0.415806
food_component_recall 60 61 food_component_recall 14 15 corr=0.479799
food_component_recall 7 8 food_component_recall 14 15 corr=0.825391
food_component_recall 58 59 food_component_recall 14 15 corr=0.817175
food_component_recall 12 13 food_component_recall 14 15 corr=0.472456
food_component_recall 5 6 food_component_recall 14 15 corr=0.470182
food_component_recall 53 54 food_component_recall 14 15 corr=0.615858
food_component_recall 2 3 food_component_recall 14 15 corr=0.632776
food_component_recall 13 14 food_component_recall 14 15 corr=0.245125
food_component_recall 1 2 food_component_recall 14 15 corr=0.278982
food_component_recall 6 7 food_component_recall 14 15 corr=0.873235
food_component_recall 55 56 food_component_recall 14 15 corr=0.328520
food_component_recall 54 55 food_component_recall 14 15 corr=0.409858
food_component_recall 1 2 food_component_recall 15 16 corr=0.254778
food_component_recall 3 4 food_component_recall 15 16 corr=0.644006
food_component_recall 8 9 food_component_recall 15 16 corr=0.517441
food_component_recall 7 8 food_component_recall 15 16 corr=0.480793
food_component_recall 57 58 food_component_recall 15 16 corr=0.450360
food_component_recall 53 54 food_component_recall 15 16 corr=0.593665
food_component_recall 2 3 food_component_recall 15 16 corr=0.455618
food_component_recall 6 7 food_component_recall 15 16 corr=0.628278
food_component_recall 58 59 food_component_recall 15 16 corr=0.490580
food_component_recall 14 15 food_component_recall 15 16 corr=0.597006
food_component_recall 8 9 food_component_recall 61 62 corr=0.418645
food_component_recall 7 8 food_component_recall 61 62 corr=0.486795
food_component_recall 53 54 food_component_recall 61 62 corr=0.411596
food_component_recall 57 58 food_component_recall 61 62 corr=0.407888
food_component_recall 2 3 food_component_recall 61 62 corr=0.394932
food_component_recall 6 7 food_component_recall 61 62 corr=0.630701
food_component_recall 1 2 food_component_recall 61 62 corr=0.495611
food_component_recall 14 15 food_component_recall 61 62 corr=0.669840
food_component_recall 58 59 food_component_recall 61 62 corr=0.604609
food_component_recall 54 55 food_component_recall 61 62 corr=0.335872
food_component_recall 60 61 food_component_recall 61 62 corr=0.356866
food_component_recall 3 4 food_component_recall 61 62 corr=0.563673
food_component_recall 9 10 food_component_recall 16 17 corr=0.740219
food_component_recall 12 13 food_component_recall 16 17 corr=0.542864
food_component_recall 11 12 food_component_recall 16 17 corr=0.606315
food_component_recall 7 8 food_component_recall 16 17 corr=0.550607
food_component_recall 56 57 food_component_recall 16 17 corr=0.588013
food_component_recall 2 3 food_component_recall 16 17 corr=0.433615
food_component_recall 15 16 food_component_recall 16 17 corr=0.611327
food_component_recall 10 11 food_component_recall 16 17 corr=0.556173
food_component_recall 53 54 food_component_recall 16 17 corr=0.543703
food_component_recall 13 14 food_component_recall 16 17 corr=0.252501
food_component_recall 58 59 food_component_recall 16 17 corr=0.562276
food_component_recall 6 7 food_component_recall 16 17 corr=0.679316
food_component_recall 61 62 food_component_recall 16 17 corr=0.520903
food_component_recall 8 9 food_component_recall 16 17 corr=0.757018
food_component_recall 57 58 food_component_recall 16 17 corr=0.704519
food_component_recall 5 6 food_component_recall 16 17 corr=0.470333
food_component_recall 14 15 food_component_recall 16 17 corr=0.706116
food_component_recall 3 4 food_component_recall 16 17 corr=0.633853
food_component_recall 7 8 food_component_recall 17 18 corr=0.502774
food_component_recall 2 3 food_component_recall 17 18 corr=0.315061
food_component_recall 1 2 food_component_recall 17 18 corr=0.245159
food_component_recall 58 59 food_component_recall 17 18 corr=0.510084
food_component_recall 8 9 food_component_recall 17 18 corr=0.470064
food_component_recall 16 17 food_component_recall 17 18 corr=0.572397
food_component_recall 53 54 food_component_recall 17 18 corr=0.708116
food_component_recall 14 15 food_component_recall 17 18 corr=0.568965
food_component_recall 57 58 food_component_recall 17 18 corr=0.444983
food_component_recall 6 7 food_component_recall 17 18 corr=0.603613
food_component_recall 3 4 food_component_recall 17 18 corr=0.581126
food_component_recall 57 58 food_component_recall 18 19 corr=0.446377
food_component_recall 8 9 food_component_recall 18 19 corr=0.472921
food_component_recall 58 59 food_component_recall 18 19 corr=0.532032
food_component_recall 7 8 food_component_recall 18 19 corr=0.495828
food_component_recall 16 17 food_component_recall 18 19 corr=0.515468
food_component_recall 2 3 food_component_recall 18 19 corr=0.432268
food_component_recall 6 7 food_component_recall 18 19 corr=0.581781
food_component_recall 14 15 food_component_recall 18 19 corr=0.571477
food_component_recall 3 4 food_component_recall 18 19 corr=0.552089
food_component_recall 53 54 food_component_recall 18 19 corr=0.609225
food_component_recall 58 59 food_component_recall 20 21 corr=0.382164
food_component_recall 8 9 food_component_recall 20 21 corr=0.272113
food_component_recall 14 15 food_component_recall 20 21 corr=0.364998
food_component_recall 7 8 food_component_recall 20 21 corr=0.243978
food_component_recall 6 7 food_component_recall 20 21 corr=0.377881
food_component_recall 3 4 food_component_recall 20 21 corr=0.276796
food_component_recall 16 17 food_component_recall 20 21 corr=0.492323
food_component_recall 16 17 food_component_recall 21 22 corr=0.312565
food_component_recall 16 17 food_component_recall 22 23 corr=0.338292
food_component_recall 16 17 food_component_recall 23 24 corr=0.301012
food_component_recall 58 59 food_component_recall 24 25 corr=0.521235
food_component_recall 8 9 food_component_recall 24 25 corr=0.473340
food_component_recall 7 8 food_component_recall 24 25 corr=0.507432
food_component_recall 3 4 food_component_recall 24 25 corr=0.584283
food_component_recall 1 2 food_component_recall 24 25 corr=0.250662
food_component_recall 16 17 food_component_recall 24 25 corr=0.581945
food_component_recall 53 54 food_component_recall 24 25 corr=0.708446
food_component_recall 57 58 food_component_recall 24 25 corr=0.446513
food_component_recall 2 3 food_component_recall 24 25 corr=0.324918
food_component_recall 14 15 food_component_recall 24 25 corr=0.580468
food_component_recall 6 7 food_component_recall 24 25 corr=0.613168
food_component_recall 10 11 food_component_recall 25 26 corr=0.635615
food_component_recall 8 9 food_component_recall 25 26 corr=0.646907
food_component_recall 11 12 food_component_recall 25 26 corr=0.693083
food_component_recall 53 54 food_component_recall 25 26 corr=0.515694
food_component_recall 23 24 food_component_recall 25 26 corr=0.241852
food_component_recall 20 21 food_component_recall 25 26 corr=0.445276
food_component_recall 18 19 food_component_recall 25 26 corr=0.606872
food_component_recall 61 62 food_component_recall 25 26 corr=0.576622
food_component_recall 2 3 food_component_recall 25 26 corr=0.793626
food_component_recall 24 25 food_component_recall 25 26 corr=0.584771
food_component_recall 58 59 food_component_recall 25 26 corr=0.664942
food_component_recall 17 18 food_component_recall 25 26 corr=0.569126
food_component_recall 5 6 food_component_recall 25 26 corr=0.615057
food_component_recall 15 16 food_component_recall 25 26 corr=0.699111
food_component_recall 9 10 food_component_recall 25 26 corr=0.825552
food_component_recall 56 57 food_component_recall 25 26 corr=0.447220
food_component_recall 7 8 food_component_recall 25 26 corr=0.639078
food_component_recall 16 17 food_component_recall 25 26 corr=0.701013
food_component_recall 6 7 food_component_recall 25 26 corr=0.734641
food_component_recall 57 58 food_component_recall 25 26 corr=0.625059
food_component_recall 13 14 food_component_recall 25 26 corr=0.247399
food_component_recall 14 15 food_component_recall 25 26 corr=0.852069
food_component_recall 60 61 food_component_recall 25 26 corr=0.343058
food_component_recall 12 13 food_component_recall 25 26 corr=0.488248
food_component_recall 3 4 food_component_recall 25 26 corr=0.695812
food_component_recall 5 6 food_component_recall 26 27 corr=0.499855
food_component_recall 15 16 food_component_recall 26 27 corr=0.571209
food_component_recall 57 58 food_component_recall 26 27 corr=0.591656
food_component_recall 54 55 food_component_recall 26 27 corr=0.454551
food_component_recall 1 2 food_component_recall 26 27 corr=0.256541
food_component_recall 6 7 food_component_recall 26 27 corr=0.806837
food_component_recall 18 19 food_component_recall 26 27 corr=0.554920
food_component_recall 9 10 food_component_recall 26 27 corr=0.725669
food_component_recall 11 12 food_component_recall 26 27 corr=0.567797
food_component_recall 17 18 food_component_recall 26 27 corr=0.510664
food_component_recall 8 9 food_component_recall 26 27 corr=0.599819
food_component_recall 60 61 food_component_recall 26 27 corr=0.494505
food_component_recall 61 62 food_component_recall 26 27 corr=0.663138
food_component_recall 10 11 food_component_recall 26 27 corr=0.500479
food_component_recall 25 26 food_component_recall 26 27 corr=0.816948
food_component_recall 53 54 food_component_recall 26 27 corr=0.566896
food_component_recall 3 4 food_component_recall 26 27 corr=0.650505
food_component_recall 20 21 food_component_recall 26 27 corr=0.382027
food_component_recall 16 17 food_component_recall 26 27 corr=0.654424
food_component_recall 13 14 food_component_recall 26 27 corr=0.236717
food_component_recall 14 15 food_component_recall 26 27 corr=0.897715
food_component_recall 7 8 food_component_recall 26 27 corr=0.748904
food_component_recall 58 59 food_component_recall 26 27 corr=0.805406
food_component_recall 55 56 food_component_recall 26 27 corr=0.411194
food_component_recall 52 53 food_component_recall 26 27 corr=0.367891
food_component_recall 12 13 food_component_recall 26 27 corr=0.437793
food_component_recall 2 3 food_component_recall 26 27 corr=0.618920
food_component_recall 24 25 food_component_recall 26 27 corr=0.525122
food_component_recall 11 12 food_component_recall 27 28 corr=0.728569
food_component_recall 9 10 food_component_recall 27 28 corr=0.825960
food_component_recall 7 8 food_component_recall 27 28 corr=0.584988
food_component_recall 58 59 food_component_recall 27 28 corr=0.654979
food_component_recall 6 7 food_component_recall 27 28 corr=0.724460
food_component_recall 13 14 food_component_recall 27 28 corr=0.297074
food_component_recall 18 19 food_component_recall 27 28 corr=0.625684
food_component_recall 12 13 food_component_recall 27 28 corr=0.604896
food_component_recall 57 58 food_component_recall 27 28 corr=0.572125
food_component_recall 8 9 food_component_recall 27 28 corr=0.618481
food_component_recall 15 16 food_component_recall 27 28 corr=0.740039
food_component_recall 2 3 food_component_recall 27 28 corr=0.572837
food_component_recall 56 57 food_component_recall 27 28 corr=0.392171
food_component_recall 5 6 food_component_recall 27 28 corr=0.727450
food_component_recall 25 26 food_component_recall 27 28 corr=0.883905
food_component_recall 20 21 food_component_recall 27 28 corr=0.650630
food_component_recall 24 25 food_component_recall 27 28 corr=0.633744
food_component_recall 17 18 food_component_recall 27 28 corr=0.615053
food_component_recall 53 54 food_component_recall 27 28 corr=0.508480
food_component_recall 10 11 food_component_recall 27 28 corr=0.758354
food_component_recall 22 23 food_component_recall 27 28 corr=0.345689
food_component_recall 23 24 food_component_recall 27 28 corr=0.375438
food_component_recall 60 61 food_component_recall 27 28 corr=0.360691
food_component_recall 61 62 food_component_recall 27 28 corr=0.581845
food_component_recall 1 2 food_component_recall 27 28 corr=0.262386
food_component_recall 14 15 food_component_recall 27 28 corr=0.780479
food_component_recall 21 22 food_component_recall 27 28 corr=0.346259
food_component_recall 3 4 food_component_recall 27 28 corr=0.631031
food_component_recall 16 17 food_component_recall 27 28 corr=0.800430
food_component_recall 26 27 food_component_recall 27 28 corr=0.761030
food_component_recall 27 28 food_component_recall 62 63 corr=0.356282
food_component_recall 16 17 food_component_recall 62 63 corr=0.374879
food_component_recall 26 27 food_component_recall 62 63 corr=0.411732
food_component_recall 2 3 food_component_recall 62 63 corr=0.695373
food_component_recall 57 58 food_component_recall 62 63 corr=0.485753
food_component_recall 9 10 food_component_recall 62 63 corr=0.367596
food_component_recall 8 9 food_component_recall 62 63 corr=0.541727
food_component_recall 3 4 food_component_recall 62 63 corr=0.345317
food_component_recall 76 77 food_component_recall 62 63 corr=0.527550
food_component_recall 25 26 food_component_recall 62 63 corr=0.542161
food_component_recall 56 57 food_component_recall 62 63 corr=0.477904
food_component_recall 14 15 food_component_recall 62 63 corr=0.410521
food_component_recall 26 27 food_component_recall 28 29 corr=0.426065
food_component_recall 3 4 food_component_recall 28 29 corr=0.427684
food_component_recall 25 26 food_component_recall 28 29 corr=0.614653
food_component_recall 62 63 food_component_recall 28 29 corr=0.530664
food_component_recall 2 3 food_component_recall 28 29 corr=0.725402
food_component_recall 57 58 food_component_recall 28 29 corr=0.368530
food_component_recall 16 17 food_component_recall 28 29 corr=0.277232
food_component_recall 7 8 food_component_recall 28 29 corr=0.286741
food_component_recall 6 7 food_component_recall 28 29 corr=0.317892
food_component_recall 27 28 food_component_recall 28 29 corr=0.471740
food_component_recall 14 15 food_component_recall 28 29 corr=0.421405
food_component_recall 8 9 food_component_recall 28 29 corr=0.292888
food_component_recall 26 27 food_component_recall 29 30 corr=0.417966
food_component_recall 16 17 food_component_recall 29 30 corr=0.246478
food_component_recall 27 28 food_component_recall 29 30 corr=0.423393
food_component_recall 2 3 food_component_recall 29 30 corr=0.711990
food_component_recall 3 4 food_component_recall 29 30 corr=0.384705
food_component_recall 8 9 food_component_recall 29 30 corr=0.280554
food_component_recall 25 26 food_component_recall 29 30 corr=0.582512
food_component_recall 6 7 food_component_recall 29 30 corr=0.275391
food_component_recall 62 63 food_component_recall 29 30 corr=0.548762
food_component_recall 7 8 food_component_recall 29 30 corr=0.246745
food_component_recall 14 15 food_component_recall 29 30 corr=0.393711
food_component_recall 14 15 food_component_recall 30 31 corr=0.265122
food_component_recall 2 3 food_component_recall 30 31 corr=0.629225
food_component_recall 3 4 food_component_recall 30 31 corr=0.253025
food_component_recall 8 9 food_component_recall 30 31 corr=0.301361
food_component_recall 27 28 food_component_recall 30 31 corr=0.263270
food_component_recall 26 27 food_component_recall 30 31 corr=0.285283
food_component_recall 62 63 food_component_recall 30 31 corr=0.568602
food_component_recall 25 26 food_component_recall 30 31 corr=0.430842
food_component_recall 6 7 food_component_recall 30 31 corr=0.203714
food_component_recall 14 15 food_component_recall 31 32 corr=0.358374
food_component_recall 6 7 food_component_recall 31 32 corr=0.288590
food_component_recall 16 17 food_component_recall 31 32 corr=0.231296
food_component_recall 2 3 food_component_recall 31 32 corr=0.705298
food_component_recall 8 9 food_component_recall 31 32 corr=0.337511
food_component_recall 25 26 food_component_recall 31 32 corr=0.540727
food_component_recall 27 28 food_component_recall 31 32 corr=0.380240
food_component_recall 3 4 food_component_recall 31 32 corr=0.345090
food_component_recall 26 27 food_component_recall 31 32 corr=0.374938
food_component_recall 62 63 food_component_recall 31 32 corr=0.610296
food_component_recall 6 7 food_component_recall 32 33 corr=0.237235
food_component_recall 26 27 food_component_recall 32 33 corr=0.286539
food_component_recall 62 63 food_component_recall 32 33 corr=0.532515
food_component_recall 27 28 food_component_recall 32 33 corr=0.270832
food_component_recall 16 17 food_component_recall 32 33 corr=0.190427
food_component_recall 14 15 food_component_recall 32 33 corr=0.271701
food_component_recall 25 26 food_component_recall 32 33 corr=0.401577
food_component_recall 3 4 food_component_recall 32 33 corr=0.265189
food_component_recall 2 3 food_component_recall 32 33 corr=0.538246
food_component_recall 8 9 food_component_recall 32 33 corr=0.312359
food_component_recall 26 27 food_component_recall 33 34 corr=0.457017
food_component_recall 3 4 food_component_recall 33 34 corr=0.449720
food_component_recall 8 9 food_component_recall 33 34 corr=0.397031
food_component_recall 27 28 food_component_recall 33 34 corr=0.538148
food_component_recall 62 63 food_component_recall 33 34 corr=0.533683
food_component_recall 14 15 food_component_recall 33 34 corr=0.438678
food_component_recall 2 3 food_component_recall 33 34 corr=0.720129
food_component_recall 6 7 food_component_recall 33 34 corr=0.382231
food_component_recall 7 8 food_component_recall 33 34 corr=0.274784
food_component_recall 16 17 food_component_recall 33 34 corr=0.343238
food_component_recall 25 26 food_component_recall 33 34 corr=0.644835
food_component_recall 58 59 food_component_recall 34 35 corr=0.479876
food_component_recall 26 27 food_component_recall 34 35 corr=0.596246
food_component_recall 3 4 food_component_recall 34 35 corr=0.628041
food_component_recall 6 7 food_component_recall 34 35 corr=0.588401
food_component_recall 2 3 food_component_recall 34 35 corr=0.585271
food_component_recall 14 15 food_component_recall 34 35 corr=0.591999
food_component_recall 8 9 food_component_recall 34 35 corr=0.512840
food_component_recall 16 17 food_component_recall 34 35 corr=0.574930
food_component_recall 27 28 food_component_recall 34 35 corr=0.761384
food_component_recall 7 8 food_component_recall 34 35 corr=0.440612
food_component_recall 57 58 food_component_recall 34 35 corr=0.460508
food_component_recall 53 54 food_component_recall 34 35 corr=0.518866
food_component_recall 25 26 food_component_recall 34 35 corr=0.752113
food_component_recall 62 63 food_component_recall 34 35 corr=0.401263
food_component_recall 2 3 food_component_recall 35 36 corr=0.546519
food_component_recall 6 7 food_component_recall 35 36 corr=0.569592
food_component_recall 8 9 food_component_recall 35 36 corr=0.480638
food_component_recall 1 2 food_component_recall 35 36 corr=0.254562
food_component_recall 58 59 food_component_recall 35 36 corr=0.452953
food_component_recall 57 58 food_component_recall 35 36 corr=0.438859
food_component_recall 26 27 food_component_recall 35 36 corr=0.565229
food_component_recall 7 8 food_component_recall 35 36 corr=0.428786
food_component_recall 14 15 food_component_recall 35 36 corr=0.563942
food_component_recall 3 4 food_component_recall 35 36 corr=0.630717
food_component_recall 27 28 food_component_recall 35 36 corr=0.739460
food_component_recall 62 63 food_component_recall 35 36 corr=0.347936
food_component_recall 53 54 food_component_recall 35 36 corr=0.433255
food_component_recall 25 26 food_component_recall 35 36 corr=0.726808
food_component_recall 16 17 food_component_recall 35 36 corr=0.550700
food_component_recall 2 3 food_component_recall 36 37 corr=0.494634
food_component_recall 18 19 food_component_recall 36 37 corr=0.605780
food_component_recall 22 23 food_component_recall 36 37 corr=0.312458
food_component_recall 7 8 food_component_recall 36 37 corr=0.548557
food_component_recall 14 15 food_component_recall 36 37 corr=0.708068
food_component_recall 57 58 food_component_recall 36 37 corr=0.605845
food_component_recall 26 27 food_component_recall 36 37 corr=0.656659
food_component_recall 25 26 food_component_recall 36 37 corr=0.791566
food_component_recall 20 21 food_component_recall 36 37 corr=0.619126
food_component_recall 13 14 food_component_recall 36 37 corr=0.340730
food_component_recall 17 18 food_component_recall 36 37 corr=0.604749
food_component_recall 62 63 food_component_recall 36 37 corr=0.333237
food_component_recall 56 57 food_component_recall 36 37 corr=0.458117
food_component_recall 8 9 food_component_recall 36 37 corr=0.598595
food_component_recall 12 13 food_component_recall 36 37 corr=0.559055
food_component_recall 11 12 food_component_recall 36 37 corr=0.674667
food_component_recall 33 34 food_component_recall 36 37 corr=0.455468
food_component_recall 53 54 food_component_recall 36 37 corr=0.498565
food_component_recall 6 7 food_component_recall 36 37 corr=0.693890
food_component_recall 3 4 food_component_recall 36 37 corr=0.623057
food_component_recall 21 22 food_component_recall 36 37 corr=0.365199
food_component_recall 28 29 food_component_recall 36 37 corr=0.409409
food_component_recall 31 32 food_component_recall 36 37 corr=0.315458
food_component_recall 61 62 food_component_recall 36 37 corr=0.537748
food_component_recall 15 16 food_component_recall 36 37 corr=0.681791
food_component_recall 24 25 food_component_recall 36 37 corr=0.621898
food_component_recall 1 2 food_component_recall 36 37 corr=0.257495
food_component_recall 60 61 food_component_recall 36 37 corr=0.344394
food_component_recall 27 28 food_component_recall 36 37 corr=0.898044
food_component_recall 34 35 food_component_recall 36 37 corr=0.688194
food_component_recall 29 30 food_component_recall 36 37 corr=0.356890
food_component_recall 16 17 food_component_recall 36 37 corr=0.743891
food_component_recall 35 36 food_component_recall 36 37 corr=0.669498
food_component_recall 10 11 food_component_recall 36 37 corr=0.663580
food_component_recall 23 24 food_component_recall 36 37 corr=0.417762
food_component_recall 9 10 food_component_recall 36 37 corr=0.782707
food_component_recall 5 6 food_component_recall 36 37 corr=0.713148
food_component_recall 58 59 food_component_recall 36 37 corr=0.616671
food_component_recall 25 26 food_component_recall 37 38 corr=0.750493
food_component_recall 36 37 food_component_recall 37 38 corr=0.647585
food_component_recall 57 58 food_component_recall 37 38 corr=0.445940
food_component_recall 3 4 food_component_recall 37 38 corr=0.610406
food_component_recall 2 3 food_component_recall 37 38 corr=0.636257
food_component_recall 16 17 food_component_recall 37 38 corr=0.537722
food_component_recall 7 8 food_component_recall 37 38 corr=0.411321
food_component_recall 27 28 food_component_recall 37 38 corr=0.726313
food_component_recall 14 15 food_component_recall 37 38 corr=0.574386
food_component_recall 58 59 food_component_recall 37 38 corr=0.445860
food_component_recall 26 27 food_component_recall 37 38 corr=0.579667
food_component_recall 62 63 food_component_recall 37 38 corr=0.450729
food_component_recall 53 54 food_component_recall 37 38 corr=0.485034
food_component_recall 6 7 food_component_recall 37 38 corr=0.562435
food_component_recall 8 9 food_component_recall 37 38 corr=0.505015
food_component_recall 3 4 food_component_recall 77 78 corr=0.696163
food_component_recall 2 3 food_component_recall 77 78 corr=0.479175
food_component_recall 7 8 food_component_recall 77 78 corr=0.561802
food_component_recall 8 9 food_component_recall 77 78 corr=0.599563
food_component_recall 14 15 food_component_recall 77 78 corr=0.646001
food_component_recall 56 57 food_component_recall 77 78 corr=0.461935
food_component_recall 25 26 food_component_recall 77 78 corr=0.739143
food_component_recall 58 59 food_component_recall 77 78 corr=0.578327
food_component_recall 6 7 food_component_recall 77 78 corr=0.707057
food_component_recall 53 54 food_component_recall 77 78 corr=0.547322
food_component_recall 16 17 food_component_recall 77 78 corr=0.702491
food_component_recall 26 27 food_component_recall 77 78 corr=0.625459
food_component_recall 36 37 food_component_recall 77 78 corr=0.785063
food_component_recall 27 28 food_component_recall 77 78 corr=0.798372
food_component_recall 57 58 food_component_recall 77 78 corr=0.591445
food_component_recall 8 9 food_component_recall 63 64 corr=0.434025
food_component_recall 36 37 food_component_recall 63 64 corr=0.372587
food_component_recall 3 4 food_component_recall 63 64 corr=0.848405
food_component_recall 27 28 food_component_recall 63 64 corr=0.419081
food_component_recall 6 7 food_component_recall 63 64 corr=0.483224
food_component_recall 2 3 food_component_recall 63 64 corr=0.476651
food_component_recall 26 27 food_component_recall 63 64 corr=0.489800
food_component_recall 25 26 food_component_recall 63 64 corr=0.512170
