physical_fitness 1 2 physical_fitness 0 1 corr=0.478371
food_component_recall 12 13 food_component_recall 20 21 corr=0.563328
food_component_recall 8 9 food_component_recall 20 21 corr=0.272113
food_component_recall 17 18 food_component_recall 20 21 corr=0.460047
food_component_recall 18 19 food_component_recall 20 21 corr=0.402160
food_component_recall 9 10 food_component_recall 20 21 corr=0.468955
food_component_recall 13 14 food_component_recall 20 21 corr=0.285989
food_component_recall 5 6 food_component_recall 20 21 corr=0.813253
food_component_recall 14 15 food_component_recall 20 21 corr=0.364998
food_component_recall 7 8 food_component_recall 20 21 corr=0.243978
food_component_recall 11 12 food_component_recall 20 21 corr=0.482371
food_component_recall 6 7 food_component_recall 20 21 corr=0.377881
food_component_recall 3 4 food_component_recall 20 21 corr=0.276796
food_component_recall 15 16 food_component_recall 20 21 corr=0.493189
food_component_recall 10 11 food_component_recall 20 21 corr=0.595674
food_component_recall 16 17 food_component_recall 20 21 corr=0.492323
food_component_recall 20 21 food_component_recall 21 22 corr=0.511979
food_component_recall 20 21 food_component_recall 22 23 corr=0.542266
food_component_recall 20 21 food_component_recall 23 24 corr=0.683198
food_component_recall 10 11 food_component_recall 24 25 corr=0.564507
food_component_recall 15 16 food_component_recall 24 25 corr=0.803632
food_component_recall 20 21 food_component_recall 24 25 corr=0.479902
food_component_recall 11 12 food_component_recall 24 25 corr=0.809429
food_component_recall 9 10 food_component_recall 24 25 corr=0.755387
food_component_recall 10 11 food_component_recall 25 26 corr=0.635615
food_component_recall 11 12 food_component_recall 25 26 corr=0.693083
food_component_recall 20 21 food_component_recall 25 26 corr=0.445276
food_component_recall 15 16 food_component_recall 25 26 corr=0.699111
food_component_recall 9 10 food_component_recall 25 26 corr=0.825552
food_component_recall 15 16 food_component_recall 26 27 corr=0.571209
food_component_recall 9 10 food_component_recall 26 27 corr=0.725669
food_component_recall 11 12 food_component_recall 26 27 corr=0.567797
food_component_recall 10 11 food_component_recall 26 27 corr=0.500479
food_component_recall 20 21 food_component_recall 26 27 corr=0.382027
food_component_recall 11 12 food_component_recall 27 28 corr=0.728569
food_component_recall 9 10 food_component_recall 27 28 corr=0.825960
food_component_recall 7 8 food_component_recall 27 28 corr=0.584988
food_component_recall 58 59 food_component_recall 27 28 corr=0.654979
food_component_recall 6 7 food_component_recall 27 28 corr=0.724460
food_component_recall 13 14 food_component_recall 27 28 corr=0.297074
food_component_recall 18 19 food_component_recall 27 28 corr=0.625684
food_component_recall 12 13 food_component_recall 27 28 corr=0.604896
food_component_recall 57 58 food_component_recall 27 28 corr=0.572125
food_component_recall 8 9 food_component_recall 27 28 corr=0.618481
food_component_recall 15 16 food_component_recall 27 28 corr=0.740039
food_component_recall 2 3 food_component_recall 27 28 corr=0.572837
food_component_recall 56 57 food_component_recall 27 28 corr=0.392171
food_component_recall 5 6 food_component_recall 27 28 corr=0.727450
food_component_recall 25 26 food_component_recall 27 28 corr=0.883905
food_component_recall 20 21 food_component_recall 27 28 corr=0.650630
food_component_recall 24 25 food_component_recall 27 28 corr=0.633744
food_component_recall 17 18 food_component_recall 27 28 corr=0.615053
food_component_recall 53 54 food_component_recall 27 28 corr=0.508480
food_component_recall 10 11 food_component_recall 27 28 corr=0.758354
food_component_recall 22 23 food_component_recall 27 28 corr=0.345689
food_component_recall 23 24 food_component_recall 27 28 corr=0.375438
food_component_recall 60 61 food_component_recall 27 28 corr=0.360691
food_component_recall 61 62 food_component_recall 27 28 corr=0.581845
food_component_recall 1 2 food_component_recall 27 28 corr=0.262386
food_component_recall 14 15 food_component_recall 27 28 corr=0.780479
food_component_recall 21 22 food_component_recall 27 28 corr=0.346259
food_component_recall 3 4 food_component_recall 27 28 corr=0.631031
food_component_recall 16 17 food_component_recall 27 28 corr=0.800430
food_component_recall 26 27 food_component_recall 27 28 corr=0.761030
food_component_recall 27 28 food_component_recall 62 63 corr=0.356282
food_component_recall 9 10 food_component_recall 62 63 corr=0.367596
food_component_recall 11 12 food_component_recall 28 29 corr=0.468273
food_component_recall 10 11 food_component_recall 28 29 corr=0.495061
food_component_recall 27 28 food_component_recall 28 29 corr=0.471740
food_component_recall 15 16 food_component_recall 28 29 corr=0.478599
food_component_recall 9 10 food_component_recall 28 29 corr=0.516510
food_component_recall 9 10 food_component_recall 29 30 corr=0.466751
food_component_recall 27 28 food_component_recall 29 30 corr=0.423393
food_component_recall 15 16 food_component_recall 29 30 corr=0.430841
food_component_recall 10 11 food_component_recall 29 30 corr=0.429088
food_component_recall 11 12 food_component_recall 29 30 corr=0.423421
food_component_recall 10 11 food_component_recall 30 31 corr=0.247742
food_component_recall 15 16 food_component_recall 30 31 corr=0.312036
food_component_recall 27 28 food_component_recall 30 31 corr=0.263270
food_component_recall 11 12 food_component_recall 30 31 corr=0.312819
food_component_recall 9 10 food_component_recall 30 31 corr=0.325439
food_component_recall 11 12 food_component_recall 31 32 corr=0.422777
food_component_recall 9 10 food_component_recall 31 32 corr=0.440707
food_component_recall 27 28 food_component_recall 31 32 corr=0.380240
food_component_recall 10 11 food_component_recall 31 32 corr=0.402265
food_component_recall 15 16 food_component_recall 31 32 corr=0.426759
food_component_recall 27 28 food_component_recall 32 33 corr=0.270832
food_component_recall 15 16 food_component_recall 32 33 corr=0.346285
food_component_recall 11 12 food_component_recall 32 33 corr=0.346773
food_component_recall 10 11 food_component_recall 32 33 corr=0.280056
food_component_recall 9 10 food_component_recall 32 33 corr=0.345508
food_component_recall 11 12 food_component_recall 33 34 corr=0.593419
food_component_recall 26 27 food_component_recall 33 34 corr=0.457017
food_component_recall 3 4 food_component_recall 33 34 corr=0.449720
food_component_recall 32 33 food_component_recall 33 34 corr=0.772768
food_component_recall 8 9 food_component_recall 33 34 corr=0.397031
food_component_recall 17 18 food_component_recall 33 34 corr=0.328421
food_component_recall 27 28 food_component_recall 33 34 corr=0.538148
food_component_recall 31 32 food_component_recall 33 34 corr=0.935616
food_component_recall 62 63 food_component_recall 33 34 corr=0.533683
food_component_recall 5 6 food_component_recall 33 34 corr=0.445374
food_component_recall 30 31 food_component_recall 33 34 corr=0.837533
food_component_recall 29 30 food_component_recall 33 34 corr=0.893717
food_component_recall 9 10 food_component_recall 33 34 corr=0.592178
food_component_recall 14 15 food_component_recall 33 34 corr=0.438678
food_component_recall 2 3 food_component_recall 33 34 corr=0.720129
food_component_recall 6 7 food_component_recall 33 34 corr=0.382231
food_component_recall 7 8 food_component_recall 33 34 corr=0.274784
food_component_recall 15 16 food_component_recall 33 34 corr=0.602581
food_component_recall 16 17 food_component_recall 33 34 corr=0.343238
food_component_recall 24 25 food_component_recall 33 34 corr=0.341633
food_component_recall 10 11 food_component_recall 33 34 corr=0.613298
food_component_recall 25 26 food_component_recall 33 34 corr=0.644835
food_component_recall 18 19 food_component_recall 33 34 corr=0.477227
food_component_recall 28 29 food_component_recall 33 34 corr=0.897791
food_component_recall 10 11 food_component_recall 34 35 corr=0.858622
food_component_recall 58 59 food_component_recall 34 35 corr=0.479876
food_component_recall 26 27 food_component_recall 34 35 corr=0.596246
food_component_recall 3 4 food_component_recall 34 35 corr=0.628041
food_component_recall 6 7 food_component_recall 34 35 corr=0.588401
food_component_recall 2 3 food_component_recall 34 35 corr=0.585271
food_component_recall 29 30 food_component_recall 34 35 corr=0.635055
food_component_recall 61 62 food_component_recall 34 35 corr=0.442283
food_component_recall 18 19 food_component_recall 34 35 corr=0.704712
food_component_recall 17 18 food_component_recall 34 35 corr=0.692576
food_component_recall 14 15 food_component_recall 34 35 corr=0.591999
food_component_recall 33 34 food_component_recall 34 35 corr=0.794777
food_component_recall 8 9 food_component_recall 34 35 corr=0.512840
food_component_recall 32 33 food_component_recall 34 35 corr=0.498594
food_component_recall 30 31 food_component_recall 34 35 corr=0.498241
food_component_recall 11 12 food_component_recall 34 35 corr=0.915969
food_component_recall 16 17 food_component_recall 34 35 corr=0.574930
food_component_recall 28 29 food_component_recall 34 35 corr=0.674049
food_component_recall 12 13 food_component_recall 34 35 corr=0.611332
food_component_recall 24 25 food_component_recall 34 35 corr=0.702855
food_component_recall 5 6 food_component_recall 34 35 corr=0.661567
food_component_recall 27 28 food_component_recall 34 35 corr=0.761384
food_component_recall 20 21 food_component_recall 34 35 corr=0.460687
food_component_recall 31 32 food_component_recall 34 35 corr=0.624802
food_component_recall 7 8 food_component_recall 34 35 corr=0.440612
food_component_recall 57 58 food_component_recall 34 35 corr=0.460508
food_component_recall 53 54 food_component_recall 34 35 corr=0.518866
food_component_recall 9 10 food_component_recall 34 35 corr=0.846378
food_component_recall 13 14 food_component_recall 34 35 corr=0.285329
food_component_recall 25 26 food_component_recall 34 35 corr=0.752113
food_component_recall 15 16 food_component_recall 34 35 corr=0.924183
food_component_recall 62 63 food_component_recall 34 35 corr=0.401263
food_component_recall 2 3 food_component_recall 35 36 corr=0.546519
food_component_recall 6 7 food_component_recall 35 36 corr=0.569592
food_component_recall 18 19 food_component_recall 35 36 corr=0.668386
food_component_recall 8 9 food_component_recall 35 36 corr=0.480638
food_component_recall 1 2 food_component_recall 35 36 corr=0.254562
food_component_recall 20 21 food_component_recall 35 36 corr=0.436506
food_component_recall 5 6 food_component_recall 35 36 corr=0.640705
food_component_recall 10 11 food_component_recall 35 36 corr=0.842525
food_component_recall 58 59 food_component_recall 35 36 corr=0.452953
food_component_recall 32 33 food_component_recall 35 36 corr=0.452731
food_component_recall 34 35 food_component_recall 35 36 corr=0.961280
food_component_recall 57 58 food_component_recall 35 36 corr=0.438859
food_component_recall 26 27 food_component_recall 35 36 corr=0.565229
food_component_recall 13 14 food_component_recall 35 36 corr=0.285576
food_component_recall 7 8 food_component_recall 35 36 corr=0.428786
food_component_recall 14 15 food_component_recall 35 36 corr=0.563942
food_component_recall 30 31 food_component_recall 35 36 corr=0.445181
food_component_recall 61 62 food_component_recall 35 36 corr=0.420968
food_component_recall 11 12 food_component_recall 35 36 corr=0.913278
food_component_recall 31 32 food_component_recall 35 36 corr=0.583494
food_component_recall 9 10 food_component_recall 35 36 corr=0.834468
food_component_recall 3 4 food_component_recall 35 36 corr=0.630717
food_component_recall 15 16 food_component_recall 35 36 corr=0.922011
food_component_recall 29 30 food_component_recall 35 36 corr=0.609462
food_component_recall 33 34 food_component_recall 35 36 corr=0.763074
food_component_recall 27 28 food_component_recall 35 36 corr=0.739460
food_component_recall 12 13 food_component_recall 35 36 corr=0.580208
food_component_recall 62 63 food_component_recall 35 36 corr=0.347936
food_component_recall 53 54 food_component_recall 35 36 corr=0.433255
food_component_recall 28 29 food_component_recall 35 36 corr=0.656170
food_component_recall 24 25 food_component_recall 35 36 corr=0.651366
food_component_recall 25 26 food_component_recall 35 36 corr=0.726808
food_component_recall 16 17 food_component_recall 35 36 corr=0.550700
food_component_recall 17 18 food_component_recall 35 36 corr=0.639424
food_component_recall 20 21 food_component_recall 36 37 corr=0.619126
food_component_recall 11 12 food_component_recall 36 37 corr=0.674667
food_component_recall 33 34 food_component_recall 36 37 corr=0.455468
food_component_recall 15 16 food_component_recall 36 37 corr=0.681791
food_component_recall 27 28 food_component_recall 36 37 corr=0.898044
food_component_recall 34 35 food_component_recall 36 37 corr=0.688194
food_component_recall 35 36 food_component_recall 36 37 corr=0.669498
food_component_recall 10 11 food_component_recall 36 37 corr=0.663580
food_component_recall 9 10 food_component_recall 36 37 corr=0.782707
food_component_recall 25 26 food_component_recall 37 38 corr=0.750493
food_component_recall 20 21 food_component_recall 37 38 corr=0.395623
food_component_recall 36 37 food_component_recall 37 38 corr=0.647585
food_component_recall 57 58 food_component_recall 37 38 corr=0.445940
food_component_recall 31 32 food_component_recall 37 38 corr=0.731860
food_component_recall 18 19 food_component_recall 37 38 corr=0.671191
food_component_recall 17 18 food_component_recall 37 38 corr=0.624878
food_component_recall 3 4 food_component_recall 37 38 corr=0.610406
food_component_recall 2 3 food_component_recall 37 38 corr=0.636257
food_component_recall 16 17 food_component_recall 37 38 corr=0.537722
food_component_recall 30 31 food_component_recall 37 38 corr=0.611194
food_component_recall 28 29 food_component_recall 37 38 corr=0.742632
food_component_recall 34 35 food_component_recall 37 38 corr=0.982082
food_component_recall 15 16 food_component_recall 37 38 corr=0.885523
food_component_recall 7 8 food_component_recall 37 38 corr=0.411321
food_component_recall 27 28 food_component_recall 37 38 corr=0.726313
food_component_recall 14 15 food_component_recall 37 38 corr=0.574386
food_component_recall 12 13 food_component_recall 37 38 corr=0.546733
food_component_recall 10 11 food_component_recall 37 38 corr=0.816779
food_component_recall 5 6 food_component_recall 37 38 corr=0.621516
food_component_recall 33 34 food_component_recall 37 38 corr=0.874785
food_component_recall 58 59 food_component_recall 37 38 corr=0.445860
food_component_recall 26 27 food_component_recall 37 38 corr=0.579667
food_component_recall 24 25 food_component_recall 37 38 corr=0.636543
food_component_recall 29 30 food_component_recall 37 38 corr=0.713487
food_component_recall 62 63 food_component_recall 37 38 corr=0.450729
food_component_recall 53 54 food_component_recall 37 38 corr=0.485034
food_component_recall 6 7 food_component_recall 37 38 corr=0.562435
food_component_recall 32 33 food_component_recall 37 38 corr=0.604112
food_component_recall 13 14 food_component_recall 37 38 corr=0.252233
food_component_recall 8 9 food_component_recall 37 38 corr=0.505015
food_component_recall 11 12 food_component_recall 37 38 corr=0.877319
food_component_recall 35 36 food_component_recall 37 38 corr=0.960356
food_component_recall 61 62 food_component_recall 37 38 corr=0.422860
food_component_recall 9 10 food_component_recall 37 38 corr=0.816785
food_component_recall 9 10 food_component_recall 77 78 corr=0.834933
food_component_recall 33 34 food_component_recall 77 78 corr=0.518182
food_component_recall 34 35 food_component_recall 77 78 corr=0.778861
food_component_recall 10 11 food_component_recall 77 78 corr=0.740572
food_component_recall 37 38 food_component_recall 77 78 corr=0.738866
food_component_recall 15 16 food_component_recall 77 78 corr=0.793265
food_component_recall 11 12 food_component_recall 77 78 corr=0.786958
food_component_recall 27 28 food_component_recall 77 78 corr=0.798372
food_component_recall 20 21 food_component_recall 77 78 corr=0.481015
food_component_recall 35 36 food_component_recall 77 78 corr=0.771135
food_component_recall 11 12 food_component_recall 63 64 corr=0.466604
food_component_recall 9 10 food_component_recall 63 64 corr=0.693705
food_component_recall 27 28 food_component_recall 63 64 corr=0.419081
food_component_recall 35 36 food_component_recall 63 64 corr=0.490811
food_component_recall 33 34 food_component_recall 63 64 corr=0.412444
food_component_recall 34 35 food_component_recall 63 64 corr=0.484966
food_component_recall 37 38 food_component_recall 63 64 corr=0.494278
food_component_recall 15 16 food_component_recall 63 64 corr=0.465461
food_component_recall 10 11 food_component_recall 38 39 corr=0.815746
food_component_recall 30 31 food_component_recall 38 39 corr=0.402464
food_component_recall 2 3 food_component_recall 38 39 corr=0.520702
food_component_recall 3 4 food_component_recall 38 39 corr=0.660647
food_component_recall 8 9 food_component_recall 38 39 corr=0.537236
food_component_recall 16 17 food_component_recall 38 39 corr=0.622288
food_component_recall 14 15 food_component_recall 38 39 corr=0.634874
food_component_recall 20 21 food_component_recall 38 39 corr=0.496077
food_component_recall 11 12 food_component_recall 38 39 corr=0.974227
food_component_recall 35 36 food_component_recall 38 39 corr=0.934645
food_component_recall 37 38 food_component_recall 38 39 corr=0.929318
food_component_recall 24 25 food_component_recall 38 39 corr=0.841982
food_component_recall 62 63 food_component_recall 38 39 corr=0.353095
food_component_recall 18 19 food_component_recall 38 39 corr=0.800387
food_component_recall 26 27 food_component_recall 38 39 corr=0.613594
food_component_recall 12 13 food_component_recall 38 39 corr=0.687874
food_component_recall 32 33 food_component_recall 38 39 corr=0.424325
food_component_recall 6 7 food_component_recall 38 39 corr=0.647693
food_component_recall 77 78 food_component_recall 38 39 corr=0.806456
food_component_recall 7 8 food_component_recall 38 39 corr=0.499264
food_component_recall 9 10 food_component_recall 38 39 corr=0.883271
food_component_recall 31 32 food_component_recall 38 39 corr=0.518082
food_component_recall 13 14 food_component_recall 38 39 corr=0.327632
food_component_recall 36 37 food_component_recall 38 39 corr=0.711149
food_component_recall 63 64 food_component_recall 38 39 corr=0.486371
food_component_recall 34 35 food_component_recall 38 39 corr=0.958322
food_component_recall 61 62 food_component_recall 38 39 corr=0.472467
food_component_recall 29 30 food_component_recall 38 39 corr=0.519318
food_component_recall 53 54 food_component_recall 38 39 corr=0.619211
food_component_recall 27 28 food_component_recall 38 39 corr=0.771002
food_component_recall 33 34 food_component_recall 38 39 corr=0.679715
food_component_recall 5 6 food_component_recall 38 39 corr=0.647420
food_component_recall 58 59 food_component_recall 38 39 corr=0.525684
food_component_recall 15 16 food_component_recall 38 39 corr=0.977077
food_component_recall 25 26 food_component_recall 38 39 corr=0.746030
food_component_recall 28 29 food_component_recall 38 39 corr=0.560782
food_component_recall 1 2 food_component_recall 38 39 corr=0.262321
food_component_recall 17 18 food_component_recall 38 39 corr=0.832196
food_component_recall 57 58 food_component_recall 38 39 corr=0.480843
food_component_recall 38 39 food_component_recall 39 40 corr=0.245223
food_component_recall 34 35 food_component_recall 39 40 corr=0.244379
food_component_recall 15 16 food_component_recall 39 40 corr=0.236873
food_component_recall 11 12 food_component_recall 39 40 corr=0.233264
food_component_recall 35 36 food_component_recall 39 40 corr=0.309127
food_component_recall 9 10 food_component_recall 39 40 corr=0.251082
food_component_recall 37 38 food_component_recall 39 40 corr=0.265574
food_component_recall 33 34 food_component_recall 39 40 corr=0.212568
food_component_recall 37 38 food_component_recall 64 65 corr=0.372792
food_component_recall 9 10 food_component_recall 64 65 corr=0.358210
food_component_recall 33 34 food_component_recall 64 65 corr=0.426021
food_component_recall 34 35 food_component_recall 64 65 corr=0.338949
food_component_recall 27 28 food_component_recall 64 65 corr=0.381361
food_component_recall 38 39 food_component_recall 42 43 corr=0.583773
food_component_recall 27 28 food_component_recall 42 43 corr=0.677748
food_component_recall 35 36 food_component_recall 42 43 corr=0.551226
food_component_recall 9 10 food_component_recall 42 43 corr=0.720919
food_component_recall 33 34 food_component_recall 42 43 corr=0.435849
food_component_recall 11 12 food_component_recall 42 43 corr=0.558955
food_component_recall 20 21 food_component_recall 42 43 corr=0.271723
food_component_recall 34 35 food_component_recall 42 43 corr=0.567482
food_component_recall 15 16 food_component_recall 42 43 corr=0.558585
food_component_recall 37 38 food_component_recall 42 43 corr=0.556247
food_component_recall 10 11 food_component_recall 42 43 corr=0.453416
food_component_recall 15 16 food_component_recall 43 44 corr=0.473924
food_component_recall 11 12 food_component_recall 43 44 corr=0.465002
food_component_recall 20 21 food_component_recall 43 44 corr=0.314192
food_component_recall 35 36 food_component_recall 43 44 corr=0.548027
food_component_recall 34 35 food_component_recall 43 44 corr=0.553550
food_component_recall 9 10 food_component_recall 43 44 corr=0.543953
food_component_recall 27 28 food_component_recall 43 44 corr=0.657541
food_component_recall 38 39 food_component_recall 43 44 corr=0.510747
food_component_recall 37 38 food_component_recall 43 44 corr=0.564219
food_component_recall 33 34 food_component_recall 43 44 corr=0.531776
food_component_recall 10 11 food_component_recall 43 44 corr=0.488308
food_component_recall 15 16 food_component_recall 44 45 corr=0.533685
food_component_recall 38 39 food_component_recall 44 45 corr=0.588754
food_component_recall 20 21 food_component_recall 44 45 corr=0.280409
food_component_recall 27 28 food_component_recall 44 45 corr=0.683572
food_component_recall 9 10 food_component_recall 44 45 corr=0.674796
food_component_recall 33 34 food_component_recall 44 45 corr=0.610275
food_component_recall 35 36 food_component_recall 44 45 corr=0.589230
food_component_recall 11 12 food_component_recall 44 45 corr=0.531255
food_component_recall 37 38 food_component_recall 44 45 corr=0.638239
food_component_recall 10 11 food_component_recall 44 45 corr=0.461766
food_component_recall 34 35 food_component_recall 44 45 corr=0.617589
food_component_recall 20 21 food_component_recall 45 46 corr=0.397877
food_component_recall 15 16 food_component_recall 45 46 corr=0.495508
food_component_recall 11 12 food_component_recall 45 46 corr=0.490971
food_component_recall 35 36 food_component_recall 45 46 corr=0.473124
food_component_recall 10 11 food_component_recall 45 46 corr=0.459982
food_component_recall 38 39 food_component_recall 45 46 corr=0.525774
food_component_recall 33 34 food_component_recall 45 46 corr=0.344759
food_component_recall 27 28 food_component_recall 45 46 corr=0.718704
food_component_recall 34 35 food_component_recall 45 46 corr=0.501748
food_component_recall 37 38 food_component_recall 45 46 corr=0.475588
food_component_recall 9 10 food_component_recall 45 46 corr=0.668024
food_component_recall 27 28 food_component_recall 46 47 corr=0.200161
food_component_recall 9 10 food_component_recall 46 47 corr=0.257225
food_component_recall 9 10 food_component_recall 65 66 corr=0.417645
food_component_recall 38 39 food_component_recall 65 66 corr=0.435958
food_component_recall 27 28 food_component_recall 65 66 corr=0.413554
food_component_recall 15 16 food_component_recall 65 66 corr=0.407509
food_component_recall 11 12 food_component_recall 65 66 corr=0.412410
food_component_recall 20 21 food_component_recall 49 50 corr=0.418552
food_component_recall 10 11 food_component_recall 49 50 corr=0.648073
food_component_recall 15 16 food_component_recall 49 50 corr=0.650662
food_component_recall 38 39 food_component_recall 49 50 corr=0.676330
food_component_recall 33 34 food_component_recall 49 50 corr=0.562242
food_component_recall 34 35 food_component_recall 49 50 corr=0.695743
food_component_recall 9 10 food_component_recall 49 50 corr=0.731294
food_component_recall 35 36 food_component_recall 49 50 corr=0.672794
food_component_recall 37 38 food_component_recall 49 50 corr=0.684287
food_component_recall 27 28 food_component_recall 49 50 corr=0.817614
food_component_recall 11 12 food_component_recall 49 50 corr=0.641384
physical_fitness 1 2 demographics 8 9 corr=-0.431675
food_component_recall 9 10 demographics 8 9 corr=-0.249377
pcbs 20 21 heavy_metals 0 1 corr=0.329872
pcbs 24 25 heavy_metals 0 1 corr=0.338547
pcbs 31 32 heavy_metals 0 1 corr=0.336504
pcbs 25 26 heavy_metals 0 1 corr=0.347128
smoking_behavior 10 11 heavy_metals 0 1 corr=0.268413
food_component_recall 1 2 heavy_metals 0 1 corr=0.333510
smoking_behavior 11 12 heavy_metals 0 1 corr=-0.452128
smoking_behavior 13 14 heavy_metals 0 1 corr=0.535005
volatile_compounds 35 36 heavy_metals 0 1 corr=0.564279
pcbs 29 30 heavy_metals 0 1 corr=0.350925
nutrients 9 10 nutrients 11 12 corr=0.740521
pcbs 28 29 heavy_metals 1 2 corr=0.315906
pcbs 21 22 heavy_metals 1 2 corr=0.392414
pcbs 29 30 heavy_metals 1 2 corr=0.441273
pesticides 2 3 heavy_metals 1 2 corr=0.400293
pcbs 34 35 heavy_metals 1 2 corr=0.430541
pcbs 20 21 heavy_metals 1 2 corr=0.413726
pcbs 31 32 heavy_metals 1 2 corr=0.439906
pcbs 16 17 heavy_metals 1 2 corr=0.355930
pcbs 24 25 heavy_metals 1 2 corr=0.426468
smoking_behavior 11 12 heavy_metals 1 2 corr=-0.251225
pcbs 25 26 heavy_metals 1 2 corr=0.447023
pcbs 5 6 heavy_metals 1 2 corr=0.404681
pcbs 27 28 heavy_metals 1 2 corr=0.301334
pcbs 32 33 heavy_metals 1 2 corr=0.442536
pcbs 35 36 heavy_metals 1 2 corr=0.445918
pcbs 30 31 heavy_metals 1 2 corr=0.338740
demographics 8 9 heavy_metals 1 2 corr=-0.257084
heavy_metals 0 1 heavy_metals 1 2 corr=0.269280
nutrients 11 12 nutrients 13 14 corr=0.895172
nutrients 9 10 nutrients 13 14 corr=0.674871
smoking_behavior 10 11 smoking_behavior 0 1 corr=0.495602
smoking_behavior 11 12 smoking_behavior 0 1 corr=-0.428471
smoking_behavior 13 14 smoking_behavior 0 1 corr=0.671120
